id,m,si,orient,off,curves,patch_ov,angles,lengths,whichEdge,mapping,iso_criteria,deep_criteria,aniso,min_block,block_criteria,block_bound,min_angle,spike_fatal,edge_ratio,on_clamp,vertex_figure,vdeg_match,homeo,wp,orbifold,evidence
3176,5,1,0,0,IIIII,not tested,-36.00 252.00 252.00 -36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_2 3_2,pm,1**,L2
3176,5,1,0,1,IIIII,not tested,108.00 36.00 252.00 36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_2 3_2,pm,1**,L2
3177,5,1,0,0,IIIII,not tested,-36.00 252.00 252.00 -36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_2 3_2,pmg,22*,L2
3177,5,1,0,1,IIIII,not tested,108.00 36.00 252.00 36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_2 3_2,pmg,22*,L2
3189,5,0,0,0,SSUSU,not tested,-0.00 -76.56 256.56 256.56 103.44,1.0000 1.0000 0.2675 1.0000 0.2675,0 0 2 0 2,0 0 0 1 2,"1,2,6",,no (tile),,,,0.00,,0.2675,,6,yes,3_1 3_1,pgg,22x,L2
3189,5,0,1,1,SSUSU,not tested,-0.00 -76.56 256.56 256.56 103.44,1.0000 1.0000 0.2675 1.0000 0.2675,0 0 2 0 2,0 1 0 0 2,"1,2,6",,no (tile),,,,0.00,,0.2675,,6,yes,3_1 3_1,pgg,22x,L2
3189,5,3,0,4,USUSS,not tested,0.00 264.77 95.23 95.23 84.77,1.0000 2.4458 1.0000 2.4458 2.4458,0 1 0 1 1,0 0 2 1 1,"1,2,6",,no (tile),,,,0.00,,0.4089,,6,yes,3_1 3_1,pgg,22x,L2
3189,5,3,1,0,USUSS,not tested,0.00 264.77 95.23 95.23 84.77,1.0000 2.4458 1.0000 2.4458 2.4458,0 1 0 1 1,0 0 2 1 0,"1,2,6",,no (tile),,,,0.00,,0.4089,,6,yes,3_1 3_1,pgg,22x,L2
3193,5,1,0,0,SSSSS,not needed (covering theorem),-36.00 252.00 252.00 -36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_2 3_2,p2,2222,L2
3193,5,1,0,1,SSSSS,not needed (covering theorem),108.00 36.00 252.00 36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_2 3_2,p2,2222,L2
3197,5,1,0,0,SUSUS,not tested,-51.90 244.05 244.05 -12.15 115.95,1.0000 0.2675 1.0000 0.2675 1.0000,0 1 0 1 0,0 0 1 2 0,"2,6",,no (tile),,,,12.15,,0.2675,,6,yes,3_2 3_2,pgg,22x,L2
3197,5,1,0,1,SUSSU,not tested,109.90 30.31 250.10 39.79 109.90,1.0000 0.7885 1.0000 1.0000 0.7885,0 1 0 0 1,0 0 1 1 2,"2,6",,no (tile),,,,30.31,,0.7885,,6,yes,3_2 3_2,pgg,22x,L2
3218,5,1,0,1,SSSSS,not tested,252.00 252.00 -36.00 108.00 -36.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 1 1 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3218,5,1,0,2,SSSSS,not tested,36.00 252.00 36.00 108.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 1 1 1,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3218,5,1,1,2,IIIII,not tested,252.00 252.00 -36.00 108.00 -36.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3218,5,1,1,3,IIIII,not tested,36.00 252.00 36.00 108.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3234,5,1,0,2,IUIUI,not tested,-51.90 244.05 244.05 -12.15 115.95,1.0000 0.2675 1.0000 0.2675 1.0000,0 1 0 1 0,0 0 0 2 0,"2,6",,no (tile),,,,12.15,,0.2675,,6,yes,3_3 3_3,pg,1xx,L2
3234,5,1,0,3,IUIIU,not tested,109.90 30.31 250.10 39.79 109.90,1.0000 0.7885 1.0000 1.0000 0.7885,0 1 0 0 1,0 0 0 0 2,"2,6",,no (tile),,,,30.31,,0.7885,,6,yes,3_3 3_3,pg,1xx,L2
3234,5,3,0,2,IIIII,not tested,36.00 252.00 36.00 108.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_3 3_3,pg,1xx,L2
3234,5,3,0,3,IIIII,not tested,-36.00 252.00 252.00 -36.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,1.0000,,6,yes,3_3 3_3,pg,1xx,L2
3234,5,4,0,3,IUIUI,not tested,41.45 249.27 27.82 110.73 110.73,1.0000 0.7049 1.0000 0.7049 1.0000,0 1 0 1 0,0 0 0 2 0,"2,6",,no (tile),,,,27.82,,0.7049,,6,yes,3_3 3_3,pg,1xx,L2
3235,5,1,0,2,SSSSS,not needed (covering theorem),396.00 108.00 108.00 -324.00 252.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
3235,5,1,0,3,SSSSS,not needed (covering theorem),612.00 1044.00 -252.00 -1476.00 612.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
3235,5,3,0,2,SSSSS,not needed (covering theorem),-1404.00 252.00 1476.00 108.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
3235,5,3,0,3,SSSSS,not needed (covering theorem),396.00 108.00 108.00 -324.00 252.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
3235,5,4,0,2,SSSSS,not needed (covering theorem),-4788.00 -4788.00 2484.00 5148.00 2484.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
3235,5,4,0,3,SSSSS,not needed (covering theorem),-1404.00 252.00 1476.00 108.00 108.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,,,YES,2,"1,4",2,36.00,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
3853,5,0,0,4,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,pmm,*2222,L3
3853,5,0,1,2,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,pmm,*2222,L3
3853,5,2,0,1,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,pmm,*2222,L3
3853,5,2,1,0,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,pmm,*2222,L3
3854,5,0,0,4,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,cmm,2*22,L3
3854,5,0,1,2,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,cmm,2*22,L3
3854,5,2,0,1,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,cmm,2*22,L3
3854,5,2,1,0,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,4_1 5_2,cmm,2*22,L3
8958,5,0,1,2,IIIII,not tested,30.72 180.00 74.64 74.64 180.00,1.0000 2.1244 1.6554 1.0000 2.1244,0 1 2 0 1,0 0 0 0 0,"2,6",,no (tile),,,,30.72,,0.4707,,4 6,yes,3_2 4_2,pmg,22*,L2
8958,5,1,1,0,IIIII,not tested,74.64 180.00 30.72 180.00 74.64,1.0000 2.1244 1.0000 2.1244 1.6554,0 1 0 1 4,0 0 0 0 0,"2,6",,no (tile),,,,30.72,,0.4707,,4 6,yes,3_2 4_2,pmg,22*,L2
8959,5,0,1,2,IIIII,not tested,35.61 180.00 72.20 72.20 180.00,1.0000 1.0000 1.2230 1.0000 1.0000,0 0 2 0 0,0 0 0 0 0,"1,2,6",,no (tile),,,,35.61,,0.8176,,4 6,yes,3_2 4_2,cm,1*x,L2
8959,5,1,1,0,IIIII,not tested,72.20 180.00 35.61 180.00 72.20,1.0000 1.0000 1.0000 1.0000 1.2230,0 0 0 0 4,0 0 0 0 0,"1,2,6",,no (tile),,,,35.61,,0.8176,,4 6,yes,3_2 4_2,cm,1*x,L2
8982,5,0,0,1,SSSSS,not tested,180.00 59.94 60.06 60.00 180.00,1.0000 2.9982 2.9963 1.0000 1.0000,0 1 2 0 0,0 0 0 0 0,1,,no (tile),,,,59.94,,0.3335,,4 6,yes,3_2 4_2,p2,2222,hand
8982,5,0,1,3,SJJSS,not tested,180.00 43.01 93.97 43.01 180.00,1.0000 2.0515 2.0515 1.0000 1.0000,0 1 1 0 0,0 0 2 0 0,"2,6",,no (tile),,,,43.01,,0.4875,,4 6,yes,3_2 4_2,p2,2222,hand
8982,5,1,1,2,SISSS,not tested,180.00 74.46 74.46 180.00 31.08,1.0000 1.0717 1.0000 1.0000 1.0000,0 1 0 0 0,0 0 1 1 0,"1,2,6",,no (tile),,,,31.08,,0.9331,,4 6,yes,3_2 4_2,p2,2222,hand
8982,5,2,1,1,SSSIS,not tested,180.00 35.61 180.00 72.20 72.20,1.0000 1.0000 1.0000 1.2230 1.0000,0 0 0 3 0,0 1 1 0 0,"1,2,6",,no (tile),,,,35.61,,0.8176,,4 6,yes,3_2 4_2,p2,2222,hand
8982,5,3,0,2,SSSSS,not tested,180.00 180.00 59.94 60.06 60.00,1.0000 1.0000 2.9982 2.9963 1.0000,0 0 2 3 0,0 0 0 0 0,1,,no (tile),,,,59.94,,0.3335,,4 6,yes,3_2 4_2,p2,2222,hand
8982,5,3,1,4,SSJJS,not tested,180.00 180.00 43.01 93.97 43.01,1.0000 1.0000 2.0515 2.0515 1.0000,0 0 2 2 0,0 0 0 2 0,"2,6",,no (tile),,,,43.01,,0.4875,,4 6,yes,3_2 4_2,p2,2222,hand
8986,5,0,0,2,SJJSS,not tested,180.00 45.00 90.00 45.00 180.00,1.0000 2.1213 2.1213 1.0000 1.0000,0 1 1 0 0,0 0 3 0 0,9,,no (tile),,,,45.00,,0.4714,,4 5,yes,3_2 4_2,p2,2222,L2
8986,5,0,1,2,SIISS,not tested,180.00 44.87 90.00 45.13 180.00,1.0000 2.1260 2.1167 1.0000 1.0000,0 1 2 0 0,0 0 0 0 0,1,,no (tile),,,,44.87,,0.4704,,4 5,yes,3_2 4_2,p2,2222,L2
8986,5,3,0,3,SSJJS,not tested,180.00 180.00 45.00 90.00 45.00,1.0000 1.0000 2.1213 2.1213 1.0000,0 0 2 2 0,0 0 0 3 0,9,,no (tile),,,,45.00,,0.4714,,4 5,yes,3_2 4_2,p2,2222,L2
8986,5,3,1,3,SSIIS,not tested,180.00 180.00 44.87 90.00 45.13,1.0000 1.0000 2.1260 2.1167 1.0000,0 0 2 3 0,0 0 0 0 0,1,,no (tile),,,,44.87,,0.4704,,4 5,yes,3_2 4_2,p2,2222,L2
9001,5,0,1,2,UUIUU,not tested,35.61 180.00 72.20 72.20 180.00,1.0000 1.0000 1.2230 1.0000 1.0000,0 0 2 0 0,0 2 0 2 0,"1,2,6",,no (tile),,,,35.61,,0.8176,,4 6,yes,3_2 4_2,pgg,22x,L2
9001,5,1,1,0,UUUUI,not tested,72.20 180.00 35.61 180.00 72.20,1.0000 1.0000 1.0000 1.0000 1.2230,0 0 0 0 4,0 2 2 0 0,"1,2,6",,no (tile),,,,35.61,,0.8176,,4 6,yes,3_2 4_2,pgg,22x,L2
9017,5,0,1,2,IIIII,not tested,28.96 180.00 75.52 75.52 180.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"1,2,6",,no (tile),,,,28.96,,1.0000,,4 6,yes,3_2 4_2,pgg,22x,L2
9017,5,1,0,3,IIIII,not tested,75.52 180.00 28.96 180.00 75.52,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,"1,2,6",,no (tile),,,,28.96,,1.0000,,4 6,yes,3_2 4_2,pgg,22x,L2
13528,5,0,0,3,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,5_4 5_2,cmm,2*22,L3
13528,5,0,0,4,IISSI,not tested,90.00 90.00 143.80 72.40 143.80,1.0000 1.1359 0.8466 0.8466 1.1359,0 1 2 2 1,0 0 0 1 0,"1,2",,no (tile),,,,72.40,,0.7453,,3 4,yes,5_4 5_2,cmm,2*22,L3
13528,5,0,1,2,IISSI,not tested,90.00 90.00 143.80 72.40 143.80,1.0000 1.1359 0.8466 0.8466 1.1359,0 1 2 2 1,0 0 0 1 0,"1,2",,no (tile),,,,72.40,,0.7453,,3 4,yes,5_4 5_2,cmm,2*22,L3
13528,5,0,1,3,IIIII,not tested,90.00 90.00 90.00 180.00 90.00,1.0000 0.5000 0.5000 0.5000 0.5000,0 1 1 1 1,0 0 0 0 0,"1,2,6,9",,no (tile),,,,90.00,,0.5000,,3 4,yes,5_4 5_2,cmm,2*22,L3
25458,5,0,1,4,IIIII,not tested,90.00 18.43 270.00 90.00 71.57,1.0000 0.6325 0.6325 0.6325 1.0000,0 1 1 1 0,0 0 0 0 0,"1,2,6,9",,no (tile),,,,18.43,,0.6325,,3 4 6,yes,4_2 4_2,p4g,4*2,L2
25458,5,1,1,4,IIIII,not tested,90.00 71.57 90.00 270.00 18.43,1.0000 0.6325 0.6325 0.6325 1.0000,0 1 1 1 0,0 0 0 0 0,"1,2,6,9",,no (tile),,,,18.43,,0.6325,,3 4 6,yes,4_2 4_2,p4g,4*2,L2
25461,5,2,1,2,IIIII,not tested,90.00 45.00 45.00 270.00 90.00,1.0000 0.9428 0.3333 0.3333 0.3333,0 1 2 2 2,0 0 0 0 0,1,,no (tile),,,,45.00,,0.3333,,3 4 8,yes,4_2 4_2,cmm,2*22,L3
25473,5,2,0,3,IIIII,not tested,72.00 144.00 72.00 216.00 36.00,1.0000 1.0000 1.0000 1.0000 2.2361,0 0 0 0 4,0 0 0 0 0,"2,6",,no (tile),,,,36.00,,0.4472,,3 4 6,yes,4_2 4_2,pmg,22*,L2
25473,5,3,1,2,IIIII,not tested,89.74 90.26 269.74 45.13 45.13,1.0000 1.0000 1.0000 2.8219 3.0000,0 0 0 3 4,0 0 0 0 0,1,,no (tile),,,,45.13,,0.3333,,3 4 6,yes,4_2 4_2,pmg,22*,L2
25518,5,0,0,0,SUSUS,not tested,60.00 90.00 150.00 30.00 210.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 1 0 1 0,0 0 0 2 1,"1,2,6",,no (tile),,,,30.00,,1.0000,,3 5,yes,3_1 5_1,pgg,22x,L2
25518,5,0,0,4,SUSUS,not tested,60.00 210.00 30.00 150.00 90.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 1 0 1 0,0 0 1 2 1,"1,2,6",,no (tile),,,,30.00,,1.0000,,3 5,yes,3_1 5_1,pgg,22x,L2
25518,5,0,1,0,SUSUS,not tested,60.00 210.00 30.00 150.00 90.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 1 0 1 0,0 0 1 2 0,"1,2,6",,no (tile),,,,30.00,,1.0000,,3 5,yes,3_1 5_1,pgg,22x,L2
25518,5,0,1,1,SUSUS,not tested,60.00 90.00 150.00 30.00 210.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 1 0 1 0,0 0 1 2 0,"1,2,6",,no (tile),,,,30.00,,1.0000,,3 5,yes,3_1 5_1,pgg,22x,L2
25520,5,0,0,1,SSSSS,not tested,180.00 59.94 60.06 60.00 180.00,1.0000 2.9982 2.9963 1.0000 1.0000,0 1 2 0 0,0 0 0 0 0,1,,no (tile),,,,59.94,,0.3335,,4,yes,4_2 4_2,p2,2222,hand
25520,5,0,0,2,SSSSS,not tested,28.96 180.00 75.52 75.52 180.00,1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0,0 0 0 0 0,1,,no (tile),,,,28.96,,1.0000,,4,yes,4_2 4_2,p2,2222,hand
25520,5,0,0,3,SJJJJ,not tested,76.37 76.37 180.00 27.27 180.00,1.0000 1.0606 1.0606 1.0606 1.0606,0 1 1 1 1,0 0 3 3 0,1,,no (tile),,,,27.27,,0.9428,,4,yes,4_2 4_2,p2,2222,hand
25520,5,1,1,0,SJJJJ,not tested,76.37 76.37 180.00 27.27 180.00,1.0000 1.0606 1.0606 1.0606 1.0606,0 1 1 1 1,0 0 3 1 2,1,,no (tile),,,,27.27,,0.9428,,4,yes,4_2 4_2,p2,2222,hand
25520,5,1,1,1,SSIII,not tested,31.06 117.88 31.06 180.00 180.00,1.0000 1.0000 0.5711 0.5711 0.5711,0 0 2 2 2,0 1 0 0 0,"1,2,6",,no (tile),,,,31.06,,0.5711,,4,yes,4_2 4_2,p2,2222,hand
25520,5,1,1,3,SJJSS,not tested,180.00 43.01 93.97 43.01 180.00,1.0000 2.0515 2.0515 1.0000 1.0000,0 1 1 0 0,0 0 2 0 0,"2,6",,no (tile),,,,43.01,,0.4875,,4,yes,4_2 4_2,p2,2222,hand
25520,5,1,1,4,SSISS,not tested,35.61 180.00 72.20 72.20 180.00,1.0000 1.0000 1.2230 1.0000 1.0000,0 0 2 0 0,0 0 0 1 1,"1,2,6",,no (tile),,,,35.61,,0.8176,,4,yes,4_2 4_2,p2,2222,hand
25520,5,2,0,3,SSSSS,not needed (covering theorem),250.40 31.19 109.60 109.60 39.21,1.0000 1.2206 1.0000 1.2206 1.2206,0 1 0 1 1,0 0 0 0 0,,,YES,2,1,2,31.19,,0.8193,,4,yes,4_2 4_2,p2,2222,hand
25520,5,2,1,1,SSSSS,not tested,66.34 47.32 66.34 180.00 180.00,1.0000 1.0000 0.2675 0.2675 0.2675,0 0 2 2 2,0 1 0 1 0,"1,2,6",,no (tile),,,,47.32,,0.2675,,4,yes,4_2 4_2,p2,2222,hand
25520,5,2,1,2,SISSS,not tested,272.04 28.48 120.52 87.96 31.00,1.0000 0.9691 0.7767 1.0000 0.7767,0 1 2 0 2,0 0 0 1 1,"2,6",,no (tile),,,,28.48,,0.7767,,4,yes,4_2 4_2,p2,2222,hand
25520,5,2,1,3,SSSSS,not tested,70.18 180.00 39.64 180.00 70.18,1.0000 1.0000 1.0000 1.0000 1.3561,0 0 0 0 4,0 0 1 1 0,"1,2,6",,no (tile),,,,39.64,,0.7374,,4,yes,4_2 4_2,p2,2222,hand
25520,5,2,1,4,SIIIS,not tested,60.00 60.00 180.00 180.00 60.00,1.0000 0.3334 0.3334 0.3334 1.0001,0 1 1 1 4,0 0 0 0 0,1,,no (tile),,,,60.00,,0.3333,,4,yes,4_2 4_2,p2,2222,hand
25520,5,3,0,3,SSSSS,not needed (covering theorem),109.61 31.18 250.39 39.21 109.61,1.0000 0.8189 1.0000 1.0000 0.8189,0 1 0 0 1,0 0 0 0 0,,,YES,2,1,2,31.18,,0.8189,,4,yes,4_2 4_2,p2,2222,hand
25520,5,3,0,4,SSSSS,not needed (covering theorem),250.39 39.21 109.61 109.61 31.18,1.0000 1.0000 0.8190 1.0000 0.8190,0 0 2 0 2,0 0 0 0 0,,,YES,2,1,2,31.18,,0.8190,,4,yes,4_2 4_2,p2,2222,hand
25520,5,3,1,0,SSSSS,not tested,76.37 76.37 180.00 27.27 180.00,1.0000 1.0606 1.0606 1.0606 1.0606,0 1 1 1 1,0 0 0 1 1,"1,2,6",,no (tile),,,,27.27,,0.9428,,4,yes,4_2 4_2,p2,2222,hand
25520,5,3,1,1,SSSIS,not tested,210.08 31.65 149.92 89.21 59.13,1.0000 1.0004 1.0000 1.0539 1.0004,0 1 0 3 1,0 0 1 0 1,"2,6",,no (tile),,,,31.65,,0.9489,,4,yes,4_2 4_2,p2,2222,hand
25520,5,3,1,2,SSSSS,not tested,47.06 180.00 180.00 47.06 85.88,1.0000 1.0000 1.0000 2.2019 2.2019,0 0 0 3 3,0 1 0 0 1,"1,2,6",,no (tile),,,,47.06,,0.4542,,4,yes,4_2 4_2,p2,2222,hand
25520,5,3,1,4,SIIIS,not tested,60.00 60.00 180.00 180.00 60.00,1.0000 0.3334 0.3334 0.3334 1.0001,0 1 1 1 4,0 0 0 0 0,1,,no (tile),,,,60.00,,0.3333,,4,yes,4_2 4_2,p2,2222,hand
25520,5,4,1,1,IIISS,not tested,45.39 180.00 180.00 45.39 89.23,1.0000 1.0000 1.0000 2.1357 2.1357,0 0 0 3 3,0 0 0 0 1,"1,2,6",,no (tile),,,,45.39,,0.4682,,4,yes,4_2 4_2,p2,2222,hand
25520,5,4,1,2,JJJJS,not tested,70.18 180.00 39.64 180.00 70.18,1.0000 1.0000 1.0000 1.0000 1.3561,0 0 0 0 4,0 3 1 2 0,1,,no (tile),,,,39.64,,0.7374,,4,yes,4_2 4_2,p2,2222,hand
25520,5,4,1,3,SSISS,not tested,35.61 180.00 72.20 72.20 180.00,1.0000 1.0000 1.2230 1.0000 1.0000,0 0 2 0 0,0 0 0 1 1,"1,2,6",,no (tile),,,,35.61,,0.8176,,4,yes,4_2 4_2,p2,2222,hand
