id,m,si,orient,off,curves,patch_ov,angles,lengths,whichEdge,mapping,iso_criteria,deep_criteria,aniso,min_block,block_criteria,block_bound,min_angle,spike_fatal,edge_ratio,on_clamp,vertex_figure,vdeg_match,homeo,wp,orbifold,evidence
3188,7,0,0,6,SSSSSSS,not tested,77.19 77.19 25.62 334.38 25.62 334.38 25.62,1.0000 0.7518 0.7518 0.7518 0.7518 0.7518 0.7518,0 1 1 1 1 1 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,25.62,,0.7518,,,,3_1 3_1,p2,2222,L2
3188,7,0,1,1,SSSSSSS,not tested,79.44 81.43 19.13 340.87 19.13 340.87 19.13,1.0000 1.0000 1.0059 1.0000 1.0059 1.0000 1.0059,0 0 2 0 2 0 2,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.13,,0.9942,,,,3_1 3_1,p2,2222,L2
3188,7,0,1,3,SSSSSSS,not tested,379.01 -257.79 58.77 379.01 -19.01 379.01 -19.01,1.0000 1.1430 1.1430 1.0000 1.1430 1.0000 1.1430,0 1 1 0 1 0 1,0 0 1 0 1 0 1,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v4 on edge 1 (code 0) and to clear v6 on edge 1 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.01,,0.8749,,,,3_1 3_1,p2,2222,L2
3188,7,2,0,0,SSSSSSS,not tested,79.44 81.43 19.13 340.87 19.13 340.87 19.13,1.0000 1.0000 1.0059 1.0000 1.0059 1.0000 1.0059,0 0 2 0 2 0 2,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.13,,0.9942,,,,3_1 3_1,p2,2222,L2
3188,7,2,0,1,SSSSSSS,not tested,460.32 -680.16 399.84 460.32 -100.32 460.32 -100.32,1.0000 4.6073 1.0001 1.0000 1.0001 1.0000 1.0001,0 1 2 0 2 0 2,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v4 on edge 1 (code 0) and to clear v6 on edge 1 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,39.84,,0.2170,,,,3_1 3_1,p2,2222,L2
3188,7,2,1,1,SSSSSSS,not tested,79.44 81.43 19.13 340.87 19.13 340.87 19.13,1.0000 1.0000 1.0059 1.0000 1.0059 1.0000 1.0059,0 0 2 0 2 0 2,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.13,,0.9942,,,,3_1 3_1,p2,2222,L2
3188,7,4,0,0,SSSSSSS,not tested,79.44 81.43 19.13 340.87 19.13 340.87 19.13,1.0000 1.0000 1.0059 1.0000 1.0059 1.0000 1.0059,0 0 2 0 2 0 2,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.13,,0.9942,,,,3_1 3_1,p2,2222,L2
3188,7,4,0,2,SSSSSSS,not tested,379.01 -257.79 58.77 379.01 -19.01 379.01 -19.01,1.0000 1.1430 1.1430 1.0000 1.1430 1.0000 1.1430,0 1 1 0 1 0 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v4 on edge 1 (code 0) and to clear v6 on edge 1 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.01,,0.8749,,,,3_1 3_1,p2,2222,L2
3188,7,4,1,0,SSSSSSS,not tested,77.19 77.19 25.62 334.38 25.62 334.38 25.62,1.0000 0.7518 0.7518 0.7518 0.7518 0.7518 0.7518,0 1 1 1 1 1 1,0 0 1 0 1 0 1,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,25.62,,0.7518,,,,3_1 3_1,p2,2222,L2
3188,7,14,1,0,SSSSSSS,not tested,77.19 77.19 25.62 334.38 25.62 334.38 25.62,1.0000 0.7518 0.7518 0.7518 0.7518 0.7518 0.7518,0 1 1 1 1 1 1,0 0 1 0 1 0 1,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,25.62,,0.7518,,,,3_1 3_1,p2,2222,L2
3188,7,14,1,5,SSSSSSS,not tested,33.32 113.35 246.65 113.35 246.65 113.35 33.32,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 5.0135,0 0 0 0 0 0 6,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 6 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,33.32,,0.1995,,,,3_1 3_1,p2,2222,L2
3188,7,29,0,3,SSSSSSS,not tested,365.12 -5.12 365.12 -276.15 91.04 365.12 -5.12,1.0000 0.9944 1.0000 0.2675 0.9944 1.0000 0.9944,0 1 0 3 1 0 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 3 (S) must bulge opposite ways: to clear v1 on edge 3 (code 0) and to clear v6 on edge 3 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,5.12,,0.2675,,,,3_1 3_1,p2,2222,L2
3188,7,33,0,3,SSSSSSS,not tested,365.12 -5.12 365.12 -276.15 91.04 365.12 -5.12,1.0000 0.9944 1.0000 0.2675 0.9944 1.0000 0.9944,0 1 0 3 1 0 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 3 (S) must bulge opposite ways: to clear v1 on edge 3 (code 0) and to clear v6 on edge 3 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,5.12,,0.2675,,,,3_1 3_1,p2,2222,L2
3188,7,50,0,4,SSSSSSS,not tested,18.66 341.34 18.66 341.34 18.66 87.68 73.66,1.0000 1.0412 1.0000 1.0412 1.0000 1.0000 1.0412,0 1 0 1 0 0 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v1 on edge 5 (code 0) and to clear v3 on edge 5 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,18.66,,0.9604,,,,3_1 3_1,p2,2222,L2
3188,7,50,0,6,SSSSSSS,not tested,96.80 19.33 340.67 19.33 340.67 19.33 63.87,1.0000 1.1060 1.0000 1.1060 1.0000 1.1060 1.1060,0 1 0 1 0 1 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.33,,0.9042,,,,3_1 3_1,p2,2222,L2
3188,7,50,1,1,SSSSSSS,not tested,33.32 113.35 246.65 113.35 246.65 113.35 33.32,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 5.0135,0 0 0 0 0 0 6,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 6 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,33.32,,0.1995,,,,3_1 3_1,p2,2222,L2
3188,7,52,0,5,SSSSSSS,not tested,11.51 348.49 11.51 348.49 11.51 96.39 72.09,1.0000 1.0444 1.0000 1.0444 1.0000 0.6293 1.0444,0 1 0 1 0 5 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 5 (S) must bulge opposite ways: to clear v1 on edge 5 (code 0) and to clear v3 on edge 5 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,11.51,,0.6026,,,,3_1 3_1,p2,2222,L2
3188,7,52,0,6,SSSSSSS,not tested,96.80 19.33 340.67 19.33 340.67 19.33 63.87,1.0000 1.1060 1.0000 1.1060 1.0000 1.1060 1.1060,0 1 0 1 0 1 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.33,,0.9042,,,,3_1 3_1,p2,2222,L2
3188,7,52,1,0,SSSSSSS,not tested,96.80 19.33 340.67 19.33 340.67 19.33 63.87,1.0000 1.1060 1.0000 1.1060 1.0000 1.1060 1.1060,0 1 0 1 0 1 1,0 0 0 0 0 0 1,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v2 on edge 6 (code 1) and to clear v4 on edge 6 (code 1) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.33,,0.9042,,,,3_1 3_1,p2,2222,L2
3188,7,54,0,0,SSSSSSS,not tested,33.32 113.35 246.65 113.35 246.65 113.35 33.32,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 5.0135,0 0 0 0 0 0 6,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 6 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,33.32,,0.1995,,,,3_1 3_1,p2,2222,L2
3188,7,54,0,5,SSSSSSS,not tested,11.51 348.49 11.51 348.49 11.51 96.39 72.09,1.0000 1.0444 1.0000 1.0444 1.0000 0.6293 1.0444,0 1 0 1 0 5 1,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 5 (S) must bulge opposite ways: to clear v1 on edge 5 (code 0) and to clear v3 on edge 5 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,11.51,,0.6026,,,,3_1 3_1,p2,2222,L2
3188,7,54,1,0,SSSSSSS,not tested,96.80 19.33 340.67 19.33 340.67 19.33 63.87,1.0000 1.1060 1.0000 1.1060 1.0000 1.1060 1.1060,0 1 0 1 0 1 1,0 0 0 0 0 0 1,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v2 on edge 6 (code 1) and to clear v4 on edge 6 (code 1) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.33,,0.9042,,,,3_1 3_1,p2,2222,L2
3188,7,54,1,5,SSSSSSS,not tested,18.66 341.34 18.66 341.34 18.66 87.68 73.66,1.0000 1.0412 1.0000 1.0412 1.0000 1.0000 1.0412,0 1 0 1 0 0 1,0 0 0 0 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v1 on edge 5 (code 1) and to clear v3 on edge 5 (code 1) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,18.66,,0.9604,,,,3_1 3_1,p2,2222,L2
3189,7,1,0,4,SUSUUSU,not tested,-22.29 247.43 247.43 112.57 -45.14 247.43 112.57,1.0000 0.2675 1.0000 0.2675 0.2675 1.0000 0.2675,0 1 0 1 1 0 1,0 0 1 2 0 1 2,"1,2,6",,no (tile),,,,22.29,,0.2675,,6,yes,3_1 3_1,pgg,22x,L2
3189,7,1,1,6,SSSSSSS,not needed (covering theorem),978.05 2825.86 -618.05 -3623.91 978.05 3983.91 -3623.91,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 1 0 0 1 0,,,YES,2,"2,6",2,23.91,,1.0000,,6,yes,3_1 3_1,pgg,22x,L2
3189,7,2,1,0,SSSSSSS,not tested,80.41 80.41 19.19 340.81 19.19 340.81 19.19,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_1 3_1,pgg,22x,L2
3189,7,2,1,5,SSSSSSS,not tested,80.41 19.19 340.81 19.19 340.81 19.19 80.41,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_1 3_1,pgg,22x,L2
3189,7,6,0,0,USUUSUS,not tested,48.48 256.16 103.84 27.68 256.16 103.84 103.84,1.0000 1.2411 1.0000 1.0000 1.2411 1.0000 1.2411,0 1 0 0 1 0 1,0 0 2 0 0 2 1,"1,2,6",,no (tile),,,,27.68,,0.8058,,6,yes,3_1 3_1,pgg,22x,L2
3189,7,6,1,4,SSSSSSS,not needed (covering theorem),821.95 383.91 -23.91 821.95 383.91 -461.95 -1025.86,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 0 1 1 0,,,YES,2,"2,6",2,23.91,,1.0000,,6,yes,3_1 3_1,pgg,22x,L2
3193,7,0,1,6,SJJJJJJ,not tested,77.19 77.19 25.62 334.38 25.62 334.38 25.62,1.0000 0.7518 0.7518 0.7518 0.7518 0.7518 0.7518,0 1 1 1 1 1 1,0 0 2 0 2 0 2,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,25.62,,0.7518,,,,3_2 3_2,p2,2222,L2
3193,7,2,0,0,SSSSSSS,not needed (covering theorem),-25.71 231.43 231.43 231.43 -25.71 128.57 128.57,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,,,YES,2,"1,4",2,25.71,,1.0000,,6,yes,3_2 3_2,p2,2222,L2
3193,7,2,0,1,SSSSSSS,not needed (covering theorem),128.57 25.71 231.43 231.43 25.71 128.57 128.57,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,,,YES,2,"1,4",2,25.71,,1.0000,,6,yes,3_2 3_2,p2,2222,L2
3193,7,4,1,2,SJJJJJJ,not tested,77.19 77.19 25.62 334.38 25.62 334.38 25.62,1.0000 0.7518 0.7518 0.7518 0.7518 0.7518 0.7518,0 1 1 1 1 1 1,0 0 2 0 2 0 2,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,25.62,,0.7518,,,,3_2 3_2,p2,2222,L2
3193,7,14,0,0,SSSSSSS,not tested,80.41 19.19 340.81 19.19 340.81 19.19 80.41,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_2 3_2,p2,2222,L2
3193,7,14,0,5,SSSSSSS,not tested,19.19 340.81 19.19 340.81 19.19 80.41 80.41,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v1 on edge 5 (code 0) and to clear v3 on edge 5 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_2 3_2,p2,2222,L2
3197,7,0,1,1,SSSSSSS,not tested,273.92 -46.96 -46.96 273.92 86.08 273.92 86.08,1.0000 4.0952 1.0000 1.0000 1.0000 1.0000 1.0000,0 1 0 0 0 0 0,0 0 1 0 1 0 1,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v4 on edge 1 (code 0) and to clear v6 on edge 1 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,46.96,,0.2442,,,,3_2 3_2,pgg,22x,L2
3197,7,0,1,6,SUUUUUU,not tested,77.19 77.19 25.62 334.38 25.62 334.38 25.62,1.0000 0.7518 0.7518 0.7518 0.7518 0.7518 0.7518,0 1 1 1 1 1 1,0 0 2 0 2 0 2,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,25.62,,0.7518,,,,3_2 3_2,pgg,22x,L2
3197,7,4,0,0,SSSSSSS,not tested,80.41 80.41 19.19 340.81 19.19 340.81 19.19,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v3 on edge 0 (code 0) and to clear v5 on edge 0 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_2 3_2,pgg,22x,L2
3197,7,4,0,5,SSSSSSS,not tested,80.41 19.19 340.81 19.19 340.81 19.19 80.41,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 1 0 1 1,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v2 on edge 6 (code 1) and to clear v4 on edge 6 (code 1) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_2 3_2,pgg,22x,L2
3197,7,10,0,0,USUSUSU,not tested,71.50 272.89 87.11 87.11 272.89 21.39 87.11,1.0000 2.5997 1.0000 2.5997 1.0000 2.5997 1.0000,0 1 0 1 0 1 0,0 0 2 1 0 0 2,"2,6",,no (tile),,,,21.39,,0.3847,,6,yes,3_2 3_2,pgg,22x,L2
3197,7,14,0,0,SSSSSSS,not tested,80.41 19.19 340.81 19.19 340.81 19.19 80.41,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 1 0 1 0,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v2 on edge 6 (code 0) and to clear v4 on edge 6 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_2 3_2,pgg,22x,L2
3197,7,14,0,5,SSSSSSS,not tested,19.19 340.81 19.19 340.81 19.19 80.41 80.41,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 1 0 1 0 1 1,(not a tile),,"n/a (not a tile: rep 0 (S) must bulge opposite ways: to clear v1 on edge 5 (code 1) and to clear v3 on edge 5 (code 1) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,19.19,,1.0000,,,,3_2 3_2,pgg,22x,L2
3197,7,14,1,5,SSSSSSS,not tested,62.02 297.98 62.02 297.98 62.02 58.99 58.99,1.0000 1.0000 1.0000 1.0000 1.0000 3.0912 1.0000,0 0 0 0 0 5 0,0 1 0 1 0 0 1,(not a tile),,"n/a (not a tile: rep 5 (S) must bulge opposite ways: to clear v1 on edge 5 (code 0) and to clear v3 on edge 5 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,58.99,,0.3235,,,,3_2 3_2,pgg,22x,L2
3218,7,2,0,2,SSSSSSS,not tested,128.57 128.57 128.57 25.71 231.43 231.43 25.71,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 1 1 1 0,"2,6",,no (tile),,,,25.71,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3218,7,2,0,3,SSSSSSS,not tested,25.71 231.43 231.43 25.71 128.57 128.57 128.57,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 1 1 1 1,"2,6",,no (tile),,,,25.71,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3218,7,2,1,3,IIIIIII,not tested,128.57 128.57 128.57 25.71 231.43 231.43 25.71,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,"2,6",,no (tile),,,,25.71,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3218,7,2,1,4,IIIIIII,not tested,25.71 231.43 231.43 25.71 128.57 128.57 128.57,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,"2,6",,no (tile),,,,25.71,,1.0000,,6,yes,3_1 3_1,pg,1xx,L2
3234,7,0,1,3,JSJJJJJ,not tested,273.92 -46.96 -46.96 273.92 86.08 273.92 86.08,1.0000 4.0952 1.0000 1.0000 1.0000 1.0000 1.0000,0 1 0 0 0 0 0,0 0 2 0 2 0 2,(not a tile),,"n/a (not a tile: rep 1 (S) must bulge opposite ways: to clear v4 on edge 1 (code 0) and to clear v6 on edge 1 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,46.96,,0.2442,,,,3_3 3_3,pg,1xx,L2
3234,7,9,0,3,IIIIIII,not tested,25.71 231.43 231.43 25.71 128.57 128.57 128.57,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,"2,6",,no (tile),,,,25.71,,1.0000,,6,yes,3_3 3_3,pg,1xx,L2
3234,7,9,0,4,IIIIIII,not tested,-25.71 231.43 231.43 231.43 -25.71 128.57 128.57,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,"2,6",,no (tile),,,,25.71,,1.0000,,6,yes,3_3 3_3,pg,1xx,L2
3234,7,14,1,4,JJJJJSJ,not tested,62.02 297.98 62.02 297.98 62.02 58.99 58.99,1.0000 1.0000 1.0000 1.0000 1.0000 3.0912 1.0000,0 0 0 0 0 5 0,0 2 0 2 0 0 2,(not a tile),,"n/a (not a tile: rep 5 (S) must bulge opposite ways: to clear v1 on edge 5 (code 0) and to clear v3 on edge 5 (code 0) -- exact via the outside lemma (validated by John, 2026-09-13) [curve_sides])",,,,58.99,,0.3235,,,,3_3 3_3,pg,1xx,L2
3235,7,2,0,3,SSSSSSS,not needed (covering theorem),25.71 -231.43 -231.43 -231.43 385.71 591.43 591.43,1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,,,YES,2,4,2,25.71,,1.0000,,6,yes,3_3 3_3,p1,o1,L2
